paper_id,title,abstract,authors,year,doi
0d16e0ce385c,Denoising of Imaginary Time Response Functions with Hankel projections,"Imaginary-time response functions of finite-temperature quantum systems are often obtained with methods that exhibit stochastic or systematic errors. Reducing these errors comes at a large computational cost -- in quantum Monte Carlo simulations, the reduction of noise by a factor of two incurs a simulation cost of a factor of four. In this paper, we relate certain imaginary-time response functions to an inner product on the space of linear operators on Fock space. We then show that data with noise typically does not respect the positive definiteness of its associated Gramian. The Gramian has the structure of a Hankel matrix. As a method for denoising noisy data, we introduce an alternating projection algorithm that finds the closest positive definite Hankel matrix consistent with noisy data. We test our methodology at the example of fermion Green's functions for continuous-time quantum Monte Carlo data and show remarkable improvements of the error, reducing noise by a factor of up to 20 in practical examples. We argue that Hankel projections should be used whenever finite-temperature imaginary-time data of response functions with errors is analyzed, be it in the context of quantum Monte Carlo, quantum computing, or in approximate semianalytic methodologies.",Yang Yu; Alexander F. Kemper; Chao Yang; Emanuel Gull,2024,10.1103/PhysRevResearch.6.L032042
d288059de52f,Robust Extraction of Thermal Observables from State Sampling and Real-Time Dynamics on Quantum Computers,"Simulating properties of quantum materials is one of the most promising applications of quantum computation, both near- and long-term. While real-time dynamics can be straightforwardly implemented, the finite temperature ensemble involves non-unitary operators that render an implementation on a near-term quantum computer extremely challenging. Recently, [Lu, Bañuls and Cirac, PRX Quantum 2, 020321 (2021)] suggested a ""time-series quantum Monte Carlo method"" which circumvents this problem by extracting finite temperature properties from real-time simulations via Wick's rotation and Monte Carlo sampling of easily preparable states. In this paper, we address the challenges associated with the practical applications of this method, using the two-dimensional transverse field Ising model as a testbed. We demonstrate that estimating Boltzmann weights via Wick's rotation is very sensitive to time-domain truncation and statistical shot noise. To alleviate this problem, we introduce a technique that imposes constraints on the density of states, most notably its non-negativity, and show that this way, we can reliably extract Boltzmann weights from noisy time series. In addition, we show how to reduce the statistical errors of Monte Carlo sampling via a reweighted version of the Wolff cluster algorithm. Our work enables the implementation of the time-series algorithm on present-day quantum computers to study finite temperature properties of many-body quantum systems.",Khaldoon Ghanem; Alexander Schuckert; Henrik Dreyer,2023,10.22331/q-2023-11-03-1163
7383abb7624d,Iterative Interpolation Schedules for Quantum Approximate Optimization Algorithm,"Quantum Approximate Optimization Algorithm (QAOA) is a promising quantum optimization heuristic with empirical evidence of speedup over classical state-of-the-art for some problems. QAOA solves optimization problems using a parameterized circuit with $p$ layers, with higher $p$ leading to better solutions. Existing methods require optimizing $2p$ independent parameters which is challenging for large $p$. In this work, we present an iterative interpolation method that exploits the smoothness of optimal parameter schedules by expressing them in a basis of orthogonal functions, generalizing Zhou et al. By optimizing a small number of basis coefficients and iteratively increasing both circuit depth and the number of coefficients until convergence, our approach enables construction of high-quality schedules for large $p$. We demonstrate our method achieves better performance with fewer optimization steps than current approaches on three problems: the Sherrington-Kirkpatrick (SK) model, portfolio optimization, and Low Autocorrelation Binary Sequences (LABS). For the largest LABS instance, we achieve near-optimal merit factors with schedules exceeding 1000 layers, an order of magnitude beyond previous methods. As an application of our technique, we observe a mild growth of QAOA depth sufficient to solve SK model exactly, a result of independent interest.",Anuj Apte; Shree Hari Sureshbabu; Ruslan Shaydulin; Sami Boulebnane; Zichang He; Dylan Herman; James Sud; Marco Pistoia,2025,
8db54fb22687,Metal-Insulator Transition of Solid Hydrogen by the Antisymmetric Shadow Wave Function,"We revisit the pressure-induced metal-insulator-transition of solid hydrogen by means of variational quantum Monte Carlo simulations based on the antisymmetric shadow wave function. In order to facilitate studying the electronic structure of large-scale fermionic systems, the shadow wave function formalism is extended by a series of technical improvements, such as a revised optimization method for the employed shadow wave function and an enhanced treatment of periodic systems with long-range interactions. It is found that the superior accuracy of the antisymmetric shadow wave function results in a significantly increased transition pressure.",Francesco Calcavecchia; Thomas D. Kühne,2016,
51e610c71d56,Detecting Subsystem Symmetry Protected Topological Order Through Strange Correlators,"We employ strange correlators to detect 2D subsystem symmetry-protected topological (SSPT) phases which are nontrivial topological phases protected by subsystem symmetries. Specifically, we analytically construct efficient strange correlators in the 2D cluster model in the presence of a uniform magnetic field and then perform the projector Quantum Monte Carlo simulation within the quantum annealing scheme. We find that strange correlators show the long-range correlation in the SSPT phase, from which we define strange order parameters to characterize the topological phase transition between the SSPT phase at low fields and the trivial paramagnetic phase at high fields. Thus, the detection of the fully localized zero modes on the 1D physical boundary of SSPT phase has been transformed into the bulk correlation measurement about the local operators with the periodic boundary condition. We also find interesting spatial anisotropy of a strange correlator, which can be intrinsically traced back to the nature of spatial anisotropy of subsystem symmetries that protect SSPT order in the 2D cluster model. By simulating strange correlators, we, therefore, provide the first unbiased large-scale quantum Monte Carlo simulation on the easy and efficient detection in the SSPT phase and open the avenue of the investigation of the subtle yet fundamental nature of the novel interacting topological phases.",Chengkang Zhou; Meng-Yuan Li; Zheng Yan; Peng Ye; Zi Yang Meng,2022,10.1103/PhysRevB.106.214428
f407c516e84f,Hybrid quantum-classical optimization for financial index tracking,"Tracking a financial index boils down to replicating its trajectory of returns for a well-defined time span by investing in a weighted subset of the securities included in the benchmark. Picking the optimal combination of assets becomes a challenging NP-hard problem even for moderately large indices consisting of dozens or hundreds of assets, thereby requiring heuristic methods to find approximate solutions. Hybrid quantum-classical optimization with variational gate-based quantum circuits arises as a plausible method to improve performance of current schemes. In this work we introduce a heuristic pruning algorithm to find weighted combinations of assets subject to cardinality constraints. We further consider different strategies to respect such constraints and compare the performance of relevant quantum ansätze and classical optimizers through numerical simulations.",Samuel Fernández-Lorenzo; Diego Porras; Juan José García-Ripoll,2020,10.1088/2058-9565/abf9af
c784a08e2043,Industry applications of neutral-atom quantum computing solving independent set problems,"Architectures for quantum computing based on neutral atoms have risen to prominence as candidates for both near and long-term applications. These devices are particularly well suited to solve independent set problems, as the combinatorial constraints can be naturally encoded in the low-energy Hilbert space due to the Rydberg blockade mechanism. Here, we approach this connection with a focus on a particular device architecture and explore the ubiquity and utility of independent set problems by providing examples of real-world applications. After a pedagogical introduction of basic graph theory concepts of relevance, we briefly discuss how to encode independent set problems in Rydberg Hamiltonians. We then outline the major classes of independent set problems and include associated example applications with industry and social relevance. We determine a wide range of sectors that could benefit from efficient solutions of independent set problems -- from telecommunications and logistics to finance and strategic planning -- and display some general strategies for efficient problem encoding and implementation on neutral-atom platforms.",Jonathan Wurtz; Pedro L. S. Lopes; Christoph Gorgulla; Nathan Gemelke; Alexander Keesling; Shengtao Wang,2022,
3ff552a83701,Sampling Problems on a Quantum Computer,"Due to the advances in the manufacturing of quantum hardware in the recent years, significant research efforts have been directed towards employing quantum methods to solving problems in various areas of interest. Thus a plethora of novel quantum methods have been developed in recent years. In this paper, we provide a survey of quantum sampling methods alongside needed theory and applications of those sampling methods as a starting point for research in this area. This work focuses in particular on Gaussian Boson sampling, quantum Monte Carlo methods, quantum variational Monte Carlo, quantum Boltzmann Machines and quantum Bayesian networks. We strive to provide a self-contained overview over the mathematical background, technical feasibility, applicability for other problems and point out potential areas of future research.",Maximilian Balthasar Mansky; Jonas Nüßlein; David Bucher; Daniëlle Schuman; Sebastian Zielinski; Claudia Linnhoff-Popien,2024,10.1109/QCE57702.2023.00062
dea554bac8c5,Quantum Portfolios,"Quantum computation holds promise for the solution of many intractable problems. However, since many quantum algorithms are stochastic in nature they can only find the solution of hard problems probabilistically. Thus the efficiency of the algorithms has to be characterized both by the expected time to completion {\it and} the associated variance. In order to minimize both the running time and its uncertainty, we show that portfolios of quantum algorithms analogous to those of finance can outperform single algorithms when applied to the NP-complete problems such as 3-SAT.",Sebastian Maurer; Tad Hogg; Bernardo Huberman,2001,10.1103/PhysRevLett.87.257901
0751399ef4a2,Interacting electrons on a quantum ring: exact and variational approach,"We study a system of interacting electrons on a one-dimensional quantum ring using exact diagonalization and the variational quantum Monte Carlo method. We examine the accuracy of the Slater-Jastrow -type many-body wave function and compare energies and pair distribution functions obtained from the two approaches. Our results show that this wave function captures most correlation effects. We then study the smooth transition to a regime where the electrons localize in the rotating frame, which for the ultrathin quantum ring system happens at quite high electron density.",S. S. Gylfadottir; A. Harju; T. Jouttenus; C. Webb,2005,10.1088/1367-2630/8/9/211
980e150d15d2,Classical ensemble of Quantum-classical ML algorithms for Phishing detection in Ethereum transaction networks,"Ethereum is one of the most valuable blockchain networks in terms of the total monetary value locked in it, and arguably been the most active network where new blockchain innovations in research and applications are demonstrated. But, this also leads to Ethereum network being susceptible to a wide variety of threats and attacks in an attempt to gain unreasonable advantage or to undermine the value of the users. Even with the state-of-art classical ML algorithms, detecting such attacks is still hard. This motivated us to build a hybrid system of quantum-classical algorithms that improves phishing detection in financial transaction networks. This paper presents a classical ensemble pipeline of classical and quantum algorithms and a detailed study benchmarking existing Quantum Machine Learning algorithms such as Quantum Support Vector Machine and Variational Quantum Classifier. With the current generation of quantum hardware available, smaller datasets are more suited to the QML models and most research restricts to hundreds of samples. However, we experimented on different data sizes and report results with a test data of 12K transaction nodes, which is to the best of the authors knowledge the largest QML experiment run so far on any real quantum hardware. The classical ensembles of quantum-classical models improved the macro F-score and phishing F-score. One key observation is QSVM constantly gives lower false positives, thereby higher precision compared with any other classical or quantum network, which is always preferred for any anomaly detection problem. This is true for QSVMs when used individually or via bagging of same models or in combination with other classical/quantum models making it the most advantageous quantum algorithm so far. The proposed ensemble framework is generic and can be applied for any classification task",Anupama Ray; Sai Sakunthala Guddanti; Vishnu Ajith; Dhinakaran Vinayagamurthy,2022,
6c3fc616c6a6,A Mixture-of-Experts Framework for Practical Hybrid-Quantum Models in Credit Card Fraud Detection,"This paper investigates whether hybrid quantum-classical machine learning can deliver practical improvements in financial fraud detection performance for card-based and other payment transactions. Building on a Guided Quantum Compressor architecture, the approach integrates an autoencoder, a variational quantum circuit, and a classical neural head, and then embeds this hybrid model into a mixture-of-experts framework including a state-of-the-art gradient-boosted tree classifier. Using a European credit card dataset with severe class imbalance, the routed hybrid architecture achieves average precision scores of $0.793\pm0.085$ compared to $0.770\pm0.065$ of XGBoost on 3 repeated 5-fold cross-validation benchmarks. Precision and recall comparisons reveals a possible trade-off of fraud and nominal detections with a reduction in false positives at the cost of a small reduction in fraud detections. The improvements are achieved while adding only 7 to 21 minutes of extra inference time depending on the choice of hyperparameters. These results indicate that selectively routing transactions to quantum-classical models can enhance fraud detection while remaining compatible with the latency and operational constraints of modern financial institutions.",Rodrigo Chaves; Kunal Kumar; Bruno Chagas; Rory Linerud; Brannen Sorem; Javier Mancilla; Bryn Bell,2026,
13cafedeef93,GEO: Enhancing Combinatorial Optimization with Classical and Quantum Generative Models,"We introduce a new framework that leverages machine learning models known as generative models to solve optimization problems. Our Generator-Enhanced Optimization (GEO) strategy is flexible to adopt any generative model, from quantum to quantum-inspired or classical, such as Generative Adversarial Networks, Variational Autoencoders, or Quantum Circuit Born Machines, to name a few. Here, we focus on a quantum-inspired version of GEO relying on tensor-network Born machines and referred to hereafter as TN-GEO. We present two prominent strategies for using TN-GEO. The first uses data points previously evaluated by any quantum or classical optimizer, and we show how TN-GEO improves the performance of the classical solver as a standalone strategy in hard-to-solve instances. The second strategy uses TN-GEO as a standalone solver, i.e., when no previous observations are available. Here, we show its superior performance when the goal is to find the best minimum given a fixed budget for the number of function calls. This might be ideal in situations where the cost function evaluation can be very expensive. To illustrate our results, we run these benchmarks in the context of the portfolio optimization problem by constructing instances from the S\&P 500 and several other financial stock indexes. We also comprehensively compare state-of-the-art algorithms in a generalized version of the portfolio optimization problem. The results show that TN-GEO is among the best compared to these state-of-the-art algorithms; a remarkable outcome given the solvers used in the comparison have been fine-tuned for decades in this real-world industrial application. We see this as an important step toward a practical advantage with quantum-inspired models and, subsequently, with quantum generative models.",Javier Alcazar; Mohammad Ghazi Vakili; Can B. Kalayci; Alejandro Perdomo-Ortiz,2021,
7b4b01100661,"Encoding trade-offs and design toolkits in quantum algorithms for discrete optimization: coloring, routing, scheduling, and other problems","Challenging combinatorial optimization problems are ubiquitous in science and engineering. Several quantum methods for optimization have recently been developed, in different settings including both exact and approximate solvers. Addressing this field of research, this manuscript has three distinct purposes. First, we present an intuitive method for synthesizing and analyzing discrete (i.e., integer-based) optimization problems, wherein the problem and corresponding algorithmic primitives are expressed using a discrete quantum intermediate representation (DQIR) that is encoding-independent. This compact representation often allows for more efficient problem compilation, automated analyses of different encoding choices, easier interpretability, more complex runtime procedures, and richer programmability, as compared to previous approaches, which we demonstrate with a number of examples. Second, we perform numerical studies comparing several qubit encodings; the results exhibit a number of preliminary trends that help guide the choice of encoding for a particular set of hardware and a particular problem and algorithm. Our study includes problems related to graph coloring, the traveling salesperson problem, factory/machine scheduling, financial portfolio rebalancing, and integer linear programming. Third, we design low-depth graph-derived partial mixers (GDPMs) up to 16-level quantum variables, demonstrating that compact (binary) encodings are more amenable to QAOA than previously understood. We expect this toolkit of programming abstractions and low-level building blocks to aid in designing quantum algorithms for discrete combinatorial problems.",Nicolas PD Sawaya; Albert T Schmitz; Stuart Hadfield,2022,10.22331/q-2023-09-14-1111
5044f0daf876,Ab-Initio Solution of the Many-Electron Schrödinger Equation with Deep Neural Networks,"Given access to accurate solutions of the many-electron Schrödinger equation, nearly all chemistry could be derived from first principles. Exact wavefunctions of interesting chemical systems are out of reach because they are NP-hard to compute in general, but approximations can be found using polynomially-scaling algorithms. The key challenge for many of these algorithms is the choice of wavefunction approximation, or Ansatz, which must trade off between efficiency and accuracy. Neural networks have shown impressive power as accurate practical function approximators and promise as a compact wavefunction Ansatz for spin systems, but problems in electronic structure require wavefunctions that obey Fermi-Dirac statistics. Here we introduce a novel deep learning architecture, the Fermionic Neural Network, as a powerful wavefunction Ansatz for many-electron systems. The Fermionic Neural Network is able to achieve accuracy beyond other variational quantum Monte Carlo Ansätze on a variety of atoms and small molecules. Using no data other than atomic positions and charges, we predict the dissociation curves of the nitrogen molecule and hydrogen chain, two challenging strongly-correlated systems, to significantly higher accuracy than the coupled cluster method, widely considered the most accurate scalable method for quantum chemistry at equilibrium geometry. This demonstrates that deep neural networks can improve the accuracy of variational quantum Monte Carlo to the point where it outperforms other ab-initio quantum chemistry methods, opening the possibility of accurate direct optimization of wavefunctions for previously intractable many-electron systems.",David Pfau; James S. Spencer; Alexander G. de G. Matthews; W. M. C. Foulkes,2019,10.1103/PhysRevResearch.2.033429
3adb18321a79,Quantum Quantitative Trading: High-Frequency Statistical Arbitrage Algorithm,"Quantitative trading is an integral part of financial markets with high calculation speed requirements, while no quantum algorithms have been introduced into this field yet. We propose quantum algorithms for high-frequency statistical arbitrage trading in this work by utilizing variable time condition number estimation and quantum linear regression.The algorithm complexity has been reduced from the classical benchmark O(N^2d) to O(sqrt(d)(kappa)^2(log(1/epsilon))^2 )). It shows quantum advantage, where N is the length of trading data, and d is the number of stocks, kappa is the condition number and epsilon is the desired precision. Moreover, two tool algorithms for condition number estimation and cointegration test are developed.",Xi-Ning Zhuang; Zhao-Yun Chen; Yu-Chun Wu; Guo-Ping Guo,2021,10.1088/1367-2630/ac7f26
c8cdc55500d8,Neural quantum states for supersymmetric quantum gauge theories,"Supersymmetric quantum gauge theories are important mathematical tools in high energy physics. As an example, supersymmetric matrix models can be used as a holographic description of quantum black holes. The wave function of such supersymmetric gauge theories is not known and it is challenging to obtain with traditional techniques. We employ a neural quantum state ansatz for the wave function of a supersymmetric matrix model and use a variational quantum Monte Carlo approach to discover the ground state of the system. We discuss the difficulty of including bosonic particles and fermionic particles, as well as gauge degrees of freedom.",Xizhi Han; Enrico Rinaldi,2021,
f9141fada31b,Autoregressive neural Slater-Jastrow ansatz for variational Monte Carlo simulation,"Direct sampling from a Slater determinant is combined with an autoregressive deep neural network as a Jastrow factor into a fully autoregressive Slater-Jastrow ansatz for variational quantum Monte Carlo, which allows for uncorrelated sampling. The elimination of the autocorrelation time leads to a stochastic algorithm with provable cubic scaling (with a potentially large prefactor), i.e. the number of operations for producing an uncorrelated sample and for calculating the local energy scales like $\mathcal{O}(N_s^3)$ with the number of orbitals $N_s$. The implementation is benchmarked on the two-dimensional $t-V$ model of spinless fermions on the square lattice.",Stephan Humeniuk; Yuan Wan; Lei Wang,2022,10.21468/SciPostPhys.14.6.171
b2230647c31a,"Electron correlations, spontaneous magnetization and momentum density in quantum dots","The magnetization of quantum dots is discussed in terms of a relatively simple but exactly solvable model Hamiltonian. The model predicts oscillations in spin polarization as a function of dot radius for a fixed electron density. These oscillations in magnetization are shown to yield distinct signature in the momentum density of the electron gas, suggesting the usefulness of momentum resolved spectroscopies for investigating the magnetization of dot systems. We also present variational quantum Monte Carlo calculations on a square dot containing 12 electrons in order to gain insight into correlation effects on the interactions between like and unlike spins in a quantum dot.",A. Bansil; D. Nissenbaum; B. Barbiellini; R. Saniz,2004,10.1016/j.jpcs.2004.08.012
8f553bfb1077,"A quantum spectral method for simulating stochastic processes, with applications to Monte Carlo","Stochastic processes play a fundamental role in physics, mathematics, engineering and finance. One potential application of quantum computation is to better approximate properties of stochastic processes. For example, quantum algorithms for Monte Carlo estimation combine a quantum simulation of a stochastic process with amplitude estimation to improve mean estimation. In this work we study quantum algorithms for simulating stochastic processes which are compatible with Monte Carlo methods. We introduce a new ``analog'' quantum representation of stochastic processes, in which the value of the process at time t is stored in the amplitude of the quantum state, enabling an exponentially efficient encoding of process trajectories.   We show that this representation allows for highly efficient quantum algorithms for simulating certain stochastic processes, using spectral properties of these processes combined with the quantum Fourier transform.   In particular, we show that we can simulate $T$ timesteps of fractional Brownian motion using a quantum circuit with gate complexity $\text{polylog}(T)$, which coherently prepares the superposition over Brownian paths.   We then show this can be combined with quantum mean estimation to create end to end algorithms for estimating certain time averages over processes in time $O(\text{polylog}(T)ε^{-c})$ where $3/2<c<2$ for certain variants of fractional Brownian motion, whereas classical Monte Carlo runs in time $O(Tε^{-2})$ and quantum mean estimation in time $O(Tε^{-1})$.   Along the way we give an efficient algorithm to coherently load a quantum state with Gaussian amplitudes of differing variances, which may be of independent interest.",Adam Bouland; Aditi Dandapani; Anupam Prakash,2023,
52b948ec890d,Hybrid Quantum-Classical Algorithms for Loan Collection Optimization with Loan Loss Provisions,"Banks are required to set aside funds in their income statement, known as a loan loss provision (LLP), to account for potential loan defaults and expenses. By treating the LLP as a global constraint, we propose a hybrid quantum-classical algorithm to solve Quadratic Constrained Binary Optimization (QCBO) models for loan collection optimization. The objective is to find a set of optimal loan collection actions that maximizes the expected net profit presented to the bank as well as the financial welfare in the financial network of loanees, while keeping the LLP at its minimum. Our algorithm consists of three parts: a classical divide-and-conquer algorithm to enable a large-scale optimization, a quantum alternating operator ansatz (QAOA) algorithm to maximize the objective function, and a classical sampling algorithm to handle the LLP. We apply the algorithm to a real-world data set with 600 loanees and 5 possible collection actions. The QAOA is performed using up to 35 qubits on a classical computer. We show that the presence of the QAOA can improve the expected net profit by approximately $70\%$, compared to when the QAOA is absent from the hybrid algorithm. Our work illustrates the use of near-term quantum devices to tackle real-world optimization problems.",Jirawat Tangpanitanon; Jirawat Saiphet; Pantita Palittapongarnpim; Poompong Chaiwongkhot; Pinn Prugsanapan; Nuntanut Raksasri; Yarnvith Raksri; Pairash Thajchayapong; Thiparat Chotibut,2021,
7ad40f5ddc1b,"Quantum Computing: Fundamentals, Trends and Perspectives for Chemical and Biochemical Engineers","We use the benefits and components of classical computers every day. However, there are many types of problems which, as they grow in size, their computational complexity grows larger than classical computers will ever be able to solve. Quantum computing (QC) is a computation model that uses quantum physical properties to solve such problems. QC is at the early stage of large-scale adoption in various industry domains to take advantage of the algorithmic speed-ups it has to offer. It can be applied in a variety of areas, such as computer science, mathematics, chemical and biochemical engineering, and the financial industry. The main goal of this paper is to give an overview to chemical and biochemical researchers and engineers who may not be familiar with quantum computation. Thus, the paper begins by explaining the fundamental concepts of QC. The second contribution this publication tries to tackle is the fact that the chemical engineering literature still lacks a comprehensive review of the recent advances of QC. Therefore, this article reviews and summarizes the state of the art to gain insight into how quantum computation can benefit and optimize chemical engineering issues. A bibliography analysis covers the comprehensive literature in QC and analyzes quantum computing research in chemical engineering on various publication topics, using Clarivate analytics covering the years 1990 to 2020. After the bibliographic analysis, relevant applications of QC in chemical and biochemical engineering are highlighted and a conclusion offers an outlook of future directions within the field.",Amirhossein Nourbakhsh; Mark Nicholas Jones; Kaur Kristjuhan; Deborah Carberry; Jay Karon; Christian Beenfeldt; Kyarash Shahriari; Martin P. Andersson; Mojgan A. Jadidi; Seyed Soheil Mansouri,2022,
26908b5e0542,Quantum Portfolios of Observables and the Risk Neutral Valuation Model,"Quantum Portfolios of quantum algorithms encoded on qbits have recently been reported. In this paper a discussion of the continuous variables version of quantum portfolios is presented. A risk neutral valuation model for options dependent on the measured values of the observables, analogous to the traditional Black-Scholes valuation model, is obtained from the underlying stochastic equations. The quantum algorithms are here encoded on simple harmonic oscillator (SHO) states, and a Fokker-Planck equation for the Glauber P-representation is obtained as a starting point for the analysis. A discussion of the observation of the polarization of a portfolio of qbits is also obtained and the resultant Fokker-Planck equation is used to obtain the risk neutral valuation of the qbit polarization portfolio.",Fredrick Michael,2010,
94ba05f2ac69,Reexamination of the evidence for entanglement in the D-Wave processor,"A recent experiment [Lanting et al., PRX, (2014)] claimed to provide evidence of up to $8$-qubit entanglement in a D-Wave quantum annealing device. However, entanglement was measured using qubit tunneling spectroscopy, a technique that provides indirect access to the state of the system at intermediate times during the anneal by performing measurements at the end of the anneal with a probe qubit. In addition, an underlying assumption was that the quantum transverse-field Ising Hamiltonian, whose ground states are already highly entangled, is an appropriate model of the device, and not some other (possibly classical) model. This begs the question of whether alternative, classical or semiclassical models would be equally effective at predicting the observed spectrum and thermal state populations. To check this, we consider a recently proposed classical rotor model with classical Monte Carlo updates, which has been successfully employed in describing features of earlier experiments involving the device. We also consider simulated quantum annealing with quantum Monte Carlo updates, an algorithm that samples from the instantaneous Gibbs state of the device Hamiltonian. Finally, we use the quantum adiabatic master equation, which cannot be efficiently simulated classically, and which has previously been used to successfully capture the open system quantum dynamics of the device. We find that only the master equation is able to reproduce the features of the tunneling spectroscopy experiment, while both the classical rotor model and simulated quantum annealing fail to reproduce the experimental results. We argue that this bolsters the evidence for the reported entanglement.",Tameem Albash; Itay Hen; Federico M. Spedalieri; Daniel A. Lidar,2015,10.1103/PhysRevA.92.062328
5ab77e03ac9c,Scalable Emulation of Sign-Problem$-$Free Hamiltonians with Room Temperature p-bits,"The growing field of quantum computing is based on the concept of a q-bit which is a delicate superposition of 0 and 1, requiring cryogenic temperatures for its physical realization along with challenging coherent coupling techniques for entangling them. By contrast, a probabilistic bit or a p-bit is a robust classical entity that fluctuates between 0 and 1, and can be implemented at room temperature using present-day technology. Here, we show that a probabilistic coprocessor built out of room temperature p-bits can be used to accelerate simulations of a special class of quantum many-body systems that are sign-problem$-$free or stoquastic, leveraging the well-known Suzuki-Trotter decomposition that maps a $d$-dimensional quantum many body Hamiltonian to a $d$+1-dimensional classical Hamiltonian. This mapping allows an efficient emulation of a quantum system by classical computers and is commonly used in software to perform Quantum Monte Carlo (QMC) algorithms. By contrast, we show that a compact, embedded MTJ-based coprocessor can serve as a highly efficient hardware-accelerator for such QMC algorithms providing several orders of magnitude improvement in speed compared to optimized CPU implementations. Using realistic device-level SPICE simulations we demonstrate that the correct quantum correlations can be obtained using a classical p-circuit built with existing technology and operating at room temperature. The proposed coprocessor can serve as a tool to study stoquastic quantum many-body systems, overcoming challenges associated with physical quantum annealers.",Kerem Y. Camsari; Shuvro Chowdhury; Supriyo Datta,2018,10.1103/PhysRevApplied.12.034061
7ede4c3f9492,Quantum State Preparation for Probability Distributions with Reflection Symmetry Using Matrix Product States,"Quantum circuits for loading probability distributions into quantum states are essential subroutines in quantum algorithms used in physics, finance engineering, and machine learning. The ability to implement these with high accuracy in low-depth quantum circuits is a critical issue. We propose a novel quantum state preparation method for probability distribution with reflection symmetry using matrix product states. By considering reflection symmetry, our method reduces the entanglement of probability distributions and improves the accuracy of approximations by matrix product states. As a result, we improved the accuracy by two orders of magnitude over existing methods using matrix product states. Our approach, characterized by linear scalability with qubit count, is highly advantageous for noisy quantum devices. Also, our demonstration results reveal that the approximation accuracy in tensor networks depends heavily on the bond dimension, with minimal reliance on the number of qubits. Our method is demonstrated for a normal distribution encoded into 10 and 20 qubits on a real quantum processor.",Yuichi Sano; Ikko Hamamura,2024,10.1103/yqj3-hyxv
346b80c33fe2,Quantum Computing and Cybersecurity Education: A Novel Curriculum for Enhancing Graduate STEM Learning,"Quantum computing is an emerging paradigm with the potential to transform numerous application areas by addressing problems considered intractable in the classical domain. However, its integration into cyberspace introduces significant security and privacy challenges. The exponential rise in cyber attacks, further complicated by quantum capabilities, poses serious risks to financial systems and national security. The scope of quantum threats extends beyond traditional software, operating system, and network vulnerabilities, necessitating a shift in cybersecurity education. Traditional cybersecurity education, often reliant on didactic methods, lacks hands on, student centered learning experiences necessary to prepare students for these evolving challenges. There is an urgent need for curricula that address both classical and quantum security threats through experiential learning. In this work, we present the design and evaluation of EE 597: Introduction to Hardware Security, a graduate level course integrating hands-on quantum security learning with classical security concepts through simulations and cloud-based quantum hardware. Unlike conventional courses focused on quantum threats to cryptographic systems, EE 597 explores security challenges specific to quantum computing itself. We employ a mixed-methods evaluation using pre and post surveys to assess student learning outcomes and engagement. Results indicate significant improvements in students' understanding of quantum and hardware security, with strong positive feedback on course structure and remote instruction (mean scores: 3.33 to 3.83 on a 4 point scale).",Suryansh Upadhyay; Koustubh Phalak; Jungeun Lee; Kathleen Mitchell Hill; Swaroop Ghosh,2025,
4a0aa5aec642,Component Based Quantum Machine Learning Explainability,"Explainable ML algorithms are designed to provide transparency and insight into their decision-making process. Explaining how ML models come to their prediction is critical in fields such as healthcare and finance, as it provides insight into how models can help detect bias in predictions and help comply with GDPR compliance in these fields. QML leverages quantum phenomena such as entanglement and superposition, offering the potential for computational speedup and greater insights compared to classical ML. However, QML models also inherit the black-box nature of their classical counterparts, requiring the development of explainability techniques to be applied to these QML models to help understand why and how a particular output was generated.   This paper will explore the idea of creating a modular, explainable QML framework that splits QML algorithms into their core components, such as feature maps, variational circuits (ansatz), optimizers, kernels, and quantum-classical loops. Each component will be analyzed using explainability techniques, such as ALE and SHAP, which have been adapted to analyse the different components of these QML algorithms. By combining insights from these parts, the paper aims to infer explainability to the overall QML model.",Barra White; Krishnendu Guha,2025,
e1731c705f63,Loop Algorithm for Quantum Transverse Ising Model in a Longitudinal Field,"The quantum transverse Ising model and its extensions play a critical role in various fields, such as statistical physics, quantum magnetism, quantum simulations, and mathematical physics. Although it does not suffer from the sign problem in most cases, the corresponding quantum Monte Carlo algorithm performs inefficiently, especially at a large longitudinal field. The main hindrance is the lack of loop update method which can strongly decrease the auto-correlation between Monte Carlo steps. Here, we successfully develop a loop algorithm with a novel merge-unmerge process. It demonstrates a great advantage over the state-of-the-art algorithm when implementing it to simulate the Rydberg atom chain and Kagome qubit ice. This advanced algorithm suits various systems such as Rydberg atom arrays, trapped ions, quantum materials, and quantum annealers.",Wei Xu; Xue-Feng Zhang,2024,10.1103/s2q3-grd6
e6656ef470fb,Adiabatic Quantum Optimization Fails to Solve the Knapsack Problem,"In this work, we attempt to solve the integer-weight knapsack problem using the D-Wave 2000Q adiabatic quantum computer. The knapsack problem is a well-known NP-complete problem in computer science, with applications in economics, business, finance, etc. We attempt to solve a number of small knapsack problems whose optimal solutions are known; we find that adiabatic quantum optimization fails to produce solutions corresponding to optimal filling of the knapsack in all problem instances. We compare results obtained on the quantum hardware to the classical simulated annealing algorithm and two solvers employing a hybrid branch-and-bound algorithm. The simulated annealing algorithm also fails to produce the optimal filling of the knapsack, though solutions obtained by simulated and quantum annealing are no more similar to each other than to the correct solution. We discuss potential causes for this observed failure of adiabatic quantum optimization.",Lauren Pusey-Nazzaro; Prasanna Date,2020,
