paper_id,decision_reviewer_A,decision_reviewer_B,conflict,final_decision,exclusion_reason,tier2_applicable,notes
cab849abe702,include,include,no,include,,,
cad7df42e483,include,include,no,include,,,
cb19eb039ea0,include,include,no,include,,,
cb2b33577b51,include,include,no,include,,,
cb7047eb4b01,include,include,no,include,,,
cb8d976cb90c,include,include,no,include,,,
cbc953d2f213,include,include,no,include,,,
cc3196e053ee,include,include,no,include,,,
cd5dc35d5f39,include,include,no,include,,,
cd6d281e7994,include,include,no,include,,,
cd9329dc38ef,include,include,no,include,,,
cde1c896dc3c,include,include,no,include,,,
cded9dd64213,include,include,no,include,,,
ce2db00aac7a,include,include,no,include,,,
ced20dbb381f,include,include,no,include,,,
cf0d84ba3b6a,include,include,no,include,,,
cf15566d165b,include,include,no,include,,,
cf30c27e711a,include,include,no,include,,,
cf803ec26409,include,include,no,include,,,
cf8de5885b73,include,include,no,include,,,
cf9049abcad1,include,include,no,include,,,
cfc22a0f0b6b,include,include,no,include,,,
d0176849806b,include,include,no,include,,,
d0568e395fbf,include,include,no,include,,,
d05bf542e350,include,include,no,include,,,
d097cb51b8b1,include,include,no,include,,,
d169bf320747,include,include,no,include,,,
d18096ef8f4c,include,include,no,include,,,
d186493da11a,include,include,no,include,,,
d1d94604a9f6,include,include,no,include,,,
d1e6a91e7f11,include,include,no,include,,,
d21bf4bb49f1,include,include,no,include,,,
d255ff5edaae,include,include,no,include,,,
d28e11e1f8b0,include,include,no,include,,,
d2987e36ebc7,include,include,no,include,,,
d349fc59251c,include,include,no,include,,,
d3580aed27bb,include,include,no,include,,,
d37354bd1037,include,include,no,include,,,
d388ccd2fff8,include,include,no,include,,,
d3bf87c97dee,include,include,no,include,,,
d429e0713a3d,include,include,no,include,,,
d5410f88017c,include,include,no,include,,,
d7449b1ba0c5,include,include,no,include,,,
d746904e8cbb,include,include,no,include,,,
d76ce1e8a91b,include,include,no,include,,,
d85be19938f4,include,include,no,include,,,
d919ba675da3,include,include,no,include,,,
d93774a0f763,include,include,no,include,,,
da48095bcac8,include,include,no,include,,,
da5f74409827,include,include,no,include,,,
da7ecd113b59,include,include,no,include,,,
db0868f018ba,include,include,no,include,,,
dbe1e9d1911e,include,include,no,include,,,
dc2662e424c1,include,include,no,include,,,
dc60950e60b9,include,include,no,include,,,
dc93502cbe99,include,include,no,include,,,
dca63675e36a,include,include,no,include,,,
dcc9f218d7a2,include,include,no,include,,,
dd43141323b8,include,include,no,include,,,
dd4a45af4eb4,include,include,no,include,,,
dd6b533767c3,include,include,no,include,,,
dd846d58c0b9,include,include,no,include,,,
dda6a6312022,include,include,no,include,,,
dda7775da9aa,include,include,no,include,,,
ddd77f0637f4,include,include,no,include,,,
de580e8c085e,include,include,no,include,,,
de7c20d08bbe,include,include,no,include,,,
dea554bac8c5,include,include,no,include,,,
deb2ea7baca5,include,include,no,include,,,
df5489e3b780,include,include,no,include,,,
df5b91d07411,include,include,no,include,,,
df75588a0f00,include,include,no,include,,,
dfca7435a13e,include,include,no,include,,,
dfd464e83103,include,include,no,include,,,
dfe7c7ebfb9f,include,include,no,include,,,
dfef8f5777bb,include,include,no,include,,,
e02980089334,include,include,no,include,,,
e0a04002122e,include,include,no,include,,,
e0b170657e2b,include,include,no,include,,,
e0da2160fe63,include,include,no,include,,,
e13c1293dd99,include,include,no,include,,,
e1ab375ffe44,include,include,no,include,,,
e24892efe307,include,include,no,include,,,
e2976806d26c,include,include,no,include,,,
e366a47d08de,include,include,no,include,,,
e36d3ea67d07,include,include,no,include,,,
e37b332b43d5,include,include,no,include,,,
e3ccb8cc6354,include,include,no,include,,,
e3f0d48b8da0,include,include,no,include,,,
e3f607c31738,include,include,no,include,,,
e40a21367703,include,include,no,include,,,
e4a9bb7f1bbb,include,include,no,include,,,
e4bb7333aaa5,include,include,no,include,,,
e4f0b279bc74,include,include,no,include,,,
e4ff7159708b,include,include,no,include,,,
e505ff143d95,include,include,no,include,,,
e513378d8c92,include,include,no,include,,,
e52f3f130a75,include,include,no,include,,,
e53a9047880e,include,include,no,include,,,
e667225d4f3c,include,include,no,include,,,
e6692a4012cb,include,include,no,include,,,
e69606eda4d4,include,include,no,include,,,
e6d5993eabdd,include,include,no,include,,,
e6ece474516c,include,include,no,include,,,
e71143fc75ea,include,include,no,include,,,
e7e84a5252aa,include,include,no,include,,,
e8140e32d73c,include,include,no,include,,,
e82f44de737a,include,include,no,include,,,
e8333614ccce,include,include,no,include,,,
e884248dc62e,include,include,no,include,,,
e8b9674d7c5e,include,include,no,include,,,
e922f913e80b,include,include,no,include,,,
e9b892fcd6fc,include,include,no,include,,,
e9e49c657667,include,include,no,include,,,
ea3050e19cb2,include,include,no,include,,,
ea4504852540,include,include,no,include,,,
ea4b39301625,include,include,no,include,,,
eb49db8c70eb,include,include,no,include,,,
eb9b2edee442,include,include,no,include,,,
ebbdd376073e,include,include,no,include,,,
ebc26d3b1089,include,include,no,include,,,
ebc4087b5ca1,include,include,no,include,,,
ebc427ff9eca,include,include,no,include,,,
ec46c4209f52,include,include,no,include,,,
ecd17525083d,include,include,no,include,,,
ed02e34c2236,include,include,no,include,,,
ed0de8d44eff,include,include,no,include,,,
ed111831958f,include,include,no,include,,,
ee8331fcdc90,include,include,no,include,,,
eedf4aad8fda,include,include,no,include,,,
ef5568395d8c,include,include,no,include,,,
ef887b17024e,include,include,no,include,,,
ef99551dab0f,include,include,no,include,,,
ef9db5fc8faa,include,include,no,include,,,
f02939adf369,include,include,no,include,,,
f054252b17db,include,include,no,include,,,
f0cfc9685e15,include,include,no,include,,,
f123e5ead03b,include,include,no,include,,,
f190da5cb928,include,include,no,include,,,
f1cdc4d681b5,include,include,no,include,,,
f20042024dc6,include,include,no,include,,,
f2dee5528891,include,include,no,include,,,
f35eb73554d8,include,include,no,include,,,
f362fd204c2b,include,include,no,include,,,
f3998e794c14,include,include,no,include,,,
f3c77d3e6ee0,include,include,no,include,,,
f3cb59fe38ac,include,include,no,include,,,
f407c516e84f,include,include,no,include,,,
f4883fc328d4,include,include,no,include,,,
f4e582f59d68,include,include,no,include,,,
f55fea197b67,include,include,no,include,,,
f5adfe23aa3d,include,include,no,include,,,
f67b13b40931,include,include,no,include,,,
f6c404e63d0f,include,include,no,include,,,
f792c5e92b0c,include,include,no,include,,,
f85bdc99d9eb,include,include,no,include,,,
f8669d109a5f,include,include,no,include,,,
f88bb4cc0c22,include,include,no,include,,,
f90adf90a78a,include,include,no,include,,,
f92cf78ba56a,include,include,no,include,,,
f93112e0b03a,include,include,no,include,,,
f94276561f48,include,include,no,include,,,
f96f14134a21,include,include,no,include,,,
f9a4ea0df88e,include,include,no,include,,,
f9e5b6ee139d,include,include,no,include,,,
f9f0249a4f6d,include,include,no,include,,,
fa9e2c7101b8,include,include,no,include,,,
fb499d357762,include,include,no,include,,,
fbaaa4d89d56,include,include,no,include,,,
fbec16f60f72,include,include,no,include,,,
fc82cb4fddfa,include,include,no,include,,,
fd31c17753a0,include,include,no,include,,,
fd5b3f400773,include,include,no,include,,,
fd6d12958e8e,include,include,no,include,,,
fdc49be32988,include,include,no,include,,,
fddc282dba6f,include,include,no,include,,,
fe91ad8edae4,include,include,no,include,,,
fecff5249e72,include,include,no,include,,,
ff36740b3b52,include,include,no,include,,,
ff46fac9e8e5,include,include,no,include,,,
ff62c3dd3f66,include,include,no,include,,,
ff9590d2d73c,include,include,no,include,,,
ff9ec9ec394a,include,include,no,include,,,
